productLink,description
https://www2.hm.com/ru_ru/productpage.0970383001.html,"Короткое платье из хлопковой ткани с закрытой резинкой и присборенными оборками сверху, а также очень узкими регулируемыми бретелями. Прямой крой."
https://www2.hm.com/ru_ru/productpage.0953416001.html,Платье длиной до икр из ткани из вискозы LivaEco™ с набивным рисунком. Глубокий треугольный вырез и застежка на обтянутые пуговицы спереди. Асимметричный шов под бюстом. Длинные присборенные рукава с узкой резинкой снизу. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0970261011.html,"Воздушное платье длиной до икры из хлопковой ткани. Бретели с оборками и глубокий вырез спереди, а также сборка и короткая резинка сзади. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0942075001.html,"Платье длиной до икр из вискозной ткани. Воротник и треугольный вырез спереди, а также короткие рукава. Отрезная талия с поясом и потайной резинкой на спине. Расклешенная юбка со скругленным низом подола. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0998905001.html,"Короткое платье из воздушной ткани из смесовой вискозы. Широкий вырез горловины со сборкой, а также рукава длиной три четверти с узкой резинкой снизу. Присборенный шов снизу для дополнительной ширины. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0970383004.html,"Короткое платье из хлопковой ткани с закрытой резинкой и присборенными оборками сверху, а также очень узкими регулируемыми бретелями. Прямой крой."
https://www2.hm.com/ru_ru/productpage.1009482002.html,"Короткий кафтан из вискозы с треугольным вырезом горловины, длинным и широким рукавом, а также съемным поясом на талии. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0970261006.html,"Воздушное платье длиной до икры из хлопковой ткани. Бретели с оборками и глубокий вырез спереди, а также сборка и короткая резинка сзади. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0985777001.html,"Платье длиной до икры из хлопковой ткани с лифом, собранным мелкими буфами. Узкие регулируемые съемные бретели и окантовка оборкой по верху. Без подкладки."
https://www2.hm.com/ru_ru/productpage.1010088002.html,"Длинное широкое платье-кафтан из тканого материала. Треугольный вырез со складкой спереди для дополнительного объема, длинные широкие рукава «летучая мышь» и широкий пояс на талии. Незаметные карманы в боковых швах и разрезы снизу по бокам."
https://www2.hm.com/ru_ru/productpage.0980566008.html,"Платье-кафтан длиной до икры из тканого материала. Глубокий треугольный вырез горловины со складкой спереди для дополнительного объема, короткие рукава и прямой кроя снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0980238006.html,"Короткое облегающее платье из ткани из смеси льна с хлопком. Вырез горловины каре, двухслойные узкие регулируемые бретели, скрещивающиеся на спинке. Потайная молния сбоку. Подкладка из мягкой хлопковой вуали."
https://www2.hm.com/ru_ru/productpage.0965888007.html,Платье из тканого материала без рукавов длиной до икр. Глубокий треугольный вырез спереди и сзади. Свободный силуэт и шов со сборкой снизу для дополнительной ширины. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0993868004.html,"Короткое облегающее платье из смесовой вискозной ткани. Верх в два слоя с глубоким v-образным вырезом, узкими бретелями и глубоким вырезом на спинке с застежкой на потайную молнию. Без подкладки."
https://www2.hm.com/ru_ru/productpage.1003251001.html,"Платье длиной до икр из хлопкового крепа с глубоким вырезом сердечком, оборкой по плечам и открытой спиной на горизонтальных завязках. Шов на сборке под бюстом с узкой резинкой сзади и расклешенная юбка. Подкладка из хлопковой вуали."
https://www2.hm.com/ru_ru/productpage.0984605002.html,"Платье силуэта трапеция длиной до икр из твила, которое можно носить с поясом на талии или без. Воротник стойкой, пуговичная планка, заниженная линия плеч и короткие рукава. Прямой крой снизу с высокими разрезами по бокам. Спинка слегка удлиненная. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0954579004.html,"Короткое платье из тканого материала из смеси льна и хлопка. Треугольный вырез и полочка на запахе. Короткие присборенные рукава с узкой резинкой снизу. Отрезная талия с заложенными складками для дополнительной ширины, а также завязки сбоку. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0980566001.html,"Платье-кафтан длиной до икры из тканого материала. Глубокий треугольный вырез горловины со складкой спереди для дополнительного объема, короткие рукава и прямой кроя снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.1000506001.html,"Короткое платье-трапеция из накрахмаленного хлопкового поплина на регулируемых узких бретелях, сверху закрытая резинка с большими оборками. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0988606001.html,Короткое платье из плотного хлопкового твила. Широкий воротник и треугольный вырез спереди. Заниженная линия плеча и короткие рукава. Двухслойная кокетка со смещенным вперед плечевым швом. Кокетка на спинке. По бокам и снизу на рукавах разрезы. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0988624001.html,"Короткое расклешенное платье из воздушной хлопковой ткани с бретелями, которые завязываются на плечах. На подкладке."
https://www2.hm.com/ru_ru/productpage.0965739011.html,"Короткое платье без рукавов из мягкого хлопкового трикотажа. Свободный фасон, круглый вырез горловины, отделанный резинкой, подвернутые края пройм. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0935526003.html,Платье длиной до середины икры из мягкого вискозного трикотажа. Круглый вырез горловины и короткие рукава. Высокие разрезы по бокам.
https://www2.hm.com/ru_ru/productpage.0980061001.html,"Длинное платье без рукавов из атласа с глубоким v-образным вырезом горловины спереди и широкими бретелями, образующими элегантную деталь на спинке. Отрезная талия и потайная молния сзади. На подкладке."
https://www2.hm.com/ru_ru/productpage.0965554005.html,"Длинное платье-трапеция из воздушного хлопкового поплина. Узкие бретели, которые завязываются на спине. Декоративная сборка сверху и присборенный волан с вышивкой ришелье снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0982695001.html,"Короткое платье из хлопкового трикотажа с круглым вырезом горловины и глубокими проймами, а также потайной резинкой на талии."
https://www2.hm.com/ru_ru/productpage.0978329001.html,"Платье длиной до икры из воздушной хлопковой ткани. Бретели с оборками и глубокий вырез спереди, а также сборка и короткая резинка сзади. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0984663001.html,Короткое прямое платье из мягкого хлопкового трикотажа. Свободный фасон со слегка заниженной линией плеча и короткими разрезами по бокам на подоле.
https://www2.hm.com/ru_ru/productpage.0939314010.html,"Короткое платье из шифона с треугольным вырезом. Потайная застежка сверху, а также короткие двухслойные рукава-крылышки. Отрезная модель с закрытой резинкой и съемным поясом на талии. На подкладке."
https://www2.hm.com/ru_ru/productpage.0976046003.html,"Короткое платье из мягкого трикотажа в рубчик с отложным воротником, пуговичной планкой и коротким рукавом. Плавно приталенный фасон с юбкой клеш."
https://www2.hm.com/ru_ru/productpage.0965878011.html,"Платье длиной до икр из креповой ткани. Свободная посадка с узкой резинкой и оборкой сверху, а также узкие регулируемые бретели. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0992437001.html,"Платье-трапеция длиной до икр из накрахмаленного хлопкового поплина на регулируемых узких бретелях, сверху закрытая резинка с большими оборками. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0939819003.html,"Облегающее платье длиной до колена из хлопкового трикотажа в рубчик. Узкий крой сверху, широкие бретели и спинка-борцовка."
https://www2.hm.com/ru_ru/productpage.0988902001.html,"Платье длиной до икр из воздушной ткани из смесового лиоцелла с глубоким v-образным вырезом горловины и складкой спереди. Свободный силуэт с плавно заниженной линией плеча и длинным рукавом с манжетой на обтянутых пуговицах. Скругленный нижний край, спинка немного удлинена. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0904603002.html,"Simone Rocha x H&M. Короткое платье из плотной ткани клоке с добавлением шелка. Лиф прямого кроя, сзади потайная молния и потайная застежка на крючки на шее сзади. Отрезная талия на сборке и сильно расклешенная юбка с объемными передними карманами, а также тремя слоями тюля. Полностью на подкладке из мягкого сатина."
https://www2.hm.com/ru_ru/productpage.0972824002.html,"Короткое платье из хлопковой ткани. V-образный вырез горловины с декоративным узлом спереди и сзади. Потайная молния сбоку, короткие рукава-фонарики на узкой резинке снизу, отрезная талия на узкой резинке сзади, а также слегка расклешенная юбка. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0991392003.html,"Платье-трапеция длиной до колена из воздушного смесового лиоцелла с треугольным вырезом, глубоким вырезом с перемычкой на спине, на узких эластичных бретелях. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0942075012.html,"Платье длиной до икр из вискозной ткани. Воротник и треугольный вырез спереди, а также короткие рукава. Отрезная талия с поясом и потайной резинкой на спине. Расклешенная юбка со скругленным низом подола. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0963394001.html,Платье макси без рукавов из мягко струящегося шелкового крепа с круглым вырезом горловины и потайной молнией сзади. Узкий крой сверху с продольными швами по полочке и спинке. Вискозная подкладка.
https://www2.hm.com/ru_ru/productpage.0982109008.html,Платье длиной до колена из ткани с легким блеском. Треугольный вырез и заложенная спереди складка для эффекта драпировки. Короткие рукава. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0990496002.html,"Платье длиной до икр из смесовой вискозной ткани с легким блеском. Отложной воротник, глубокий v-образный вырез горловины со складкой спереди для дополнительной ширины, плавно заниженная линия плеча, длинный пышный рукав с широким манжетом на обтянутых пуговицах. Прямой крой подола снизу с разрезом с каждой стороны."
https://www2.hm.com/ru_ru/productpage.0974358001.html,"Длинное платье из шифона с набивным рисунком. Бретели с оборкой и v-образный вырез спереди. На спинке вставка на сборке мелкими буфами и вырез, отрезная талия, а также шов на подоле для дополнительной ширины. Высокий вырез спереди. Лиф на подкладке."
https://www2.hm.com/ru_ru/productpage.0985752003.html,Короткое платье из ткани из смеси льна и хлопка. Открытые плечи и широкая оборка на резинке сверху. Короткие присборенные рукава с узкой резинкой снизу. Отрезная талия. Потайная молния с одной стороны. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0975991002.html,"Атласное платье без рукавов длиной до икр. Сверху узкий крой и короткие бретели. Сзади небольшой разрез на потайной пуговице на шее, а также разрез. Частично на подкладке."
https://www2.hm.com/ru_ru/productpage.0929268009.html,Короткое платье-футболка из мягкого хлопкового трикотажа с принтом спереди. Заниженная линия плеча и круглый вырез горловины с рельефной трикотажной окантовкой по краю. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0980566006.html,"Платье-кафтан длиной до икры из тканого материала. Глубокий треугольный вырез горловины со складкой спереди для дополнительного объема, короткие рукава и прямой кроя снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0991391002.html,"Короткое, довольно свободное платье с короткими широкими рукавами из рельефной ткани из смесового хлопка. Потайная молния с длинным бегунком сзади, потайные карманы в боковых швах, бахрома на рукавах и по низу. На подкладке."
https://www2.hm.com/ru_ru/productpage.0980848001.html,"Короткое платье из хлопка со стеганым лифом и стегаными манжетами. Небольшой воротничок стойка, подчеркнутая линия плеч, объемные рукава и облегающие манжеты с обшитыми тканью пуговицами. Потайная молния на спине, отрезное по талии, юбка расклешенная. На подкладке."
https://www2.hm.com/ru_ru/productpage.0988619003.html,"Короткое платье из хлопковой ткани с круглой горловиной и глубоким вырезом спереди с потайной застежкой на крючок и пуговицу сверху. Плавно заниженная линия плеча, длинный широкий рукав с узким манжетом на пуговице, отрезная талия с длинным завязывающимся поясом, а также летящая юбка клеш."
https://www2.hm.com/ru_ru/productpage.0975991004.html,"Атласное платье без рукавов длиной до икр. Сверху узкий крой и короткие бретели. Сзади небольшой разрез на потайной пуговице на шее, а также разрез. Частично на подкладке."
https://www2.hm.com/ru_ru/productpage.0984367001.html,"Платье длиной до икр из мягкого и тонкого трикотажа из смесовой вискозы в рубчик. Прямой фасон с отложным воротником, v-образным вырезом спереди, заниженной линией плеча, коротким рукавом и разрезами по бокам снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0949191003.html,"Пляжное платье без бретелей длиной до икр из воздушной ткани. Спереди запах, сверху узкая резинка и широкий волан."
https://www2.hm.com/ru_ru/productpage.0980238008.html,"Короткое облегающее платье из ткани из смеси льна с хлопком. Вырез горловины каре, двухслойные узкие регулируемые бретели, скрещивающиеся на спинке. Потайная молния сбоку. Подкладка из мягкой хлопковой вуали."
https://www2.hm.com/ru_ru/productpage.0934606004.html,"Платье длиной до икры из воздушного хлопка с вышивкой. Круглый вырез горловины с треугольным вырезом и узкие, перекрученные завязки спереди. Отрезное по съемному поясу на талии, длинные пышные рукава реглан с узкими манжетами. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0958135003.html,"Короткое платье из мягкого хлопкового трикотажа. Круглый вырез горловины, а также заниженная линия плеча и короткие рукава. Модель отрезная по сборке снизу."
https://www2.hm.com/ru_ru/productpage.0988619001.html,"Короткое платье из хлопковой ткани с круглой горловиной и глубоким вырезом спереди с потайной застежкой на крючок и пуговицу сверху. Плавно заниженная линия плеча, длинный широкий рукав с узким манжетом на пуговице, отрезная талия с длинным завязывающимся поясом, а также летящая юбка клеш."
https://www2.hm.com/ru_ru/productpage.0988619002.html,"Короткое платье из хлопковой ткани с круглой горловиной и глубоким вырезом спереди с потайной застежкой на крючок и пуговицу сверху. Плавно заниженная линия плеча, длинный широкий рукав с узким манжетом на пуговице, отрезная талия с длинным завязывающимся поясом, а также летящая юбка клеш."
https://www2.hm.com/ru_ru/productpage.0917833002.html,Платье длиной до икры из смесового шелка. Воротник-стойка и застежка спереди. Длинные рукава реглан с манжетами на застежке. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0958135001.html,"Короткое платье из мягкого хлопкового трикотажа. Круглый вырез горловины, а также заниженная линия плеча и короткие рукава. Модель отрезная по сборке снизу."
https://www2.hm.com/ru_ru/productpage.0991209001.html,Платье без рукавов длиной до икр из хлопкового трикотажа в рубчик. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0991209008.html,Платье без рукавов длиной до икр из хлопкового трикотажа в рубчик. Без подкладки.
https://www2.hm.com/ru_ru/productpage.1010088001.html,"Длинное широкое платье-кафтан из тканого материала. Треугольный вырез со складкой спереди для дополнительного объема, длинные широкие рукава «летучая мышь» и широкий пояс на талии. Незаметные карманы в боковых швах и разрезы снизу по бокам."
https://www2.hm.com/ru_ru/productpage.0999478001.html,"Платье длиной до щиколотки из тканого материала из смесового лиоцелла. Лиф на подкладке, глубокий вырез горловины со швом под бюстом. Открытая спина с очень узкими бретелями, перекрещенными сзади и завязывающимися снизу. Снизу вставки, создающие клеш и ширину юбки. Потайная молния на спинке."
https://www2.hm.com/ru_ru/productpage.0990431001.html,"Расклешенное платье из смесовой вискозной ткани с открытыми плечами, длина до икр. Сверху резинка с небольшой оборкой и небольшой разрез на завязках сзади сверху. Длинный пышный рукав с узкой резинкой на манжетах, а также разрезы снизу по бокам. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0970261002.html,"Воздушное платье длиной до икры из хлопковой ткани. Бретели с оборками и глубокий вырез спереди, а также сборка и короткая резинка сзади. Без подкладки."
https://www2.hm.com/ru_ru/productpage.1009482001.html,"Короткий кафтан из вискозы с треугольным вырезом горловины, длинным и широким рукавом, а также съемным поясом на талии. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0991390001.html,"Короткое платье из ткани из хлопка со льном. Широкие плечи, двухслойная кокетка и низкие проймы. Отложной воротник, планка на пуговицах и потайная молния сбоку. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0972824001.html,"Короткое платье из хлопковой ткани. V-образный вырез горловины с декоративным узлом спереди и сзади. Потайная молния сбоку, короткие рукава-фонарики на узкой резинке снизу, отрезная талия на узкой резинке сзади, а также слегка расклешенная юбка. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0975988003.html,Атласное платье без рукавов длиной до колена. Небольшой воротник стойка и сборка на резинке спереди и сзади. Небольшой разрез спереди с обтянутой пуговицей сверху. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0829145012.html,"Короткое платье из вискозной ткани с рисунком. V-образный вырез горловины, шов под бюстом и пришитые ленты на талии сзади. Короткие рукава-фонарики с резинкой и оборкой снизу, а также потайная молния сбоку. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0938035009.html,"Платье длиной до икры из мягкого трикотажа из смеси модала и хлопка с треугольным вырезом, рукавами-крылышками и высокими разрезами по бокам."
https://www2.hm.com/ru_ru/productpage.0991392001.html,"Платье-трапеция длиной до колена из воздушного смесового лиоцелла с треугольным вырезом, глубоким вырезом с перемычкой на спине, на узких эластичных бретелях. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0990431003.html,"Расклешенное платье из смесовой вискозной ткани с открытыми плечами, длина до икр. Сверху резинка с небольшой оборкой и небольшой разрез на завязках сзади сверху. Длинный пышный рукав с узкой резинкой на манжетах, а также разрезы снизу по бокам. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0965554001.html,"Длинное платье-трапеция из воздушного хлопкового поплина. Узкие бретели, которые завязываются на спине. Декоративная сборка сверху и присборенный волан с вышивкой ришелье снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0972733005.html,Свободное платье-трапеция длиной до икры из жатой хлопковой ткани. Узкие бретели и вафельная сборка по краю спереди и сзади. Шов на бедрах и снизу для дополнительной ширины. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0968878003.html,Платье длиной до икры из ткани из вискозы LivaEco™. Воротник и потайная застежка сверху спереди. Длинные рукава реглан с манжетами на застежке. Отрезная модель со сборкой снизу для дополнительной ширины. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0988597004.html,"Платье длиной до икр из воздушной хлопковой ткани на очень узких бретелях. Горизонтальная перемычка на спинке, сборка сверху и высокие разрезы снизу по бокам. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0965888004.html,Платье из тканого материала без рукавов длиной до икр. Глубокий треугольный вырез спереди и сзади. Свободный силуэт и шов со сборкой снизу для дополнительной ширины. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0914550001.html,"Короткое платье оверсайз из мягкого хлопкового денима стретч с отложным воротником, застежкой на пуговицы спереди и кокеткой сзади. Открытый нагрудный карман, заниженная линия плеча, длинный рукав с манжетом на пуговице и плавно скругленный низ подола с разрезами по бокам. Спинка удлинена. Часть хлопка в составе платья - вторично переработанный."
https://www2.hm.com/ru_ru/productpage.0966531009.html,Облегающее платье длиной до колена из хлопкового трикотажа в рубчик. Вырез горловины каре спереди. Модель без рукавов. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0917833001.html,Платье длиной до икры из смесового шелка. Воротник-стойка и застежка спереди. Длинные рукава реглан с манжетами на застежке. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0968800001.html,"Приталенное платье-жакет длиной до колена из смеси льна и вискозы с английским воротником с заостренными лацканами. Модель без рукавов, с запахивающейся полочкой на двубортной застежке. Съемный пояс на талии. На подкладке."
https://www2.hm.com/ru_ru/productpage.0991390004.html,"Короткое платье из ткани из хлопка со льном. Широкие плечи, двухслойная кокетка и низкие проймы. Отложной воротник, планка на пуговицах и потайная молния сбоку. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0979578006.html,"Короткое платье без рукавов из воздушного шифона плиссе. Плавный трапециевидный силуэт с круглым, довольно широким вырезом горловины. На подкладке."
https://www2.hm.com/ru_ru/productpage.0977894001.html,"Платье длиной до икр из воздушной ткани. Сборка сверху и закрытая резинка на спине. Узкие регулируемые бретели. Объемный силуэт трапеция. На подкладке. Платье произведено из льна и органического хлопка и входит в нашу коллекцию, украшенную нарисованными вручную луговыми цветами. Рисунок создан нашими дизайнерами принтов - Kavita, Abigail, Holly и Florentin, собравшими и изобразившими акварелью свои любимые цветы."
https://www2.hm.com/ru_ru/productpage.0965803002.html,Платье длиной до икр из атласа с глубоким v-вырезом спереди и узкими регулируемыми бретелями. Силуэт трапеция со складкой спереди и сзади для дополнительной ширины. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0984762001.html,"Платье-кафтан длиной до икры из тканого материала. Глубокий треугольный вырез горловины со складкой спереди для дополнительного объема, короткие рукава и прямой кроя снизу. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0928853004.html,"Платье длиной до икры из жатого хлопка. Небольшой воротник-стойка со сборками по кругу, треугольный вырез спереди. Длинные объемные рукава реглан с манжетом на узкой закрытой резинкой. Съемный пояс на талии, слегка скругленный низ. Слегка удлиненная спинка. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0954579003.html,"Короткое платье из тканого материала из смеси льна и хлопка. Треугольный вырез и полочка на запахе. Короткие присборенные рукава с узкой резинкой снизу. Отрезная талия с заложенными складками для дополнительной ширины, а также завязки сбоку. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0964443001.html,Короткое пляжное платье клеш из хлопковой ткани с глубоким v-образным вырезом горловины и расклешенным рукавом длиной три четверти. Швы со вставкой мережками и сборка для дополнительной ширины и летящего силуэта. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0997346001.html,"Объемное платье длиной до щиколотки из хлопковой ткани. Узкие бретели, а также сборка сверху. На подкладке."
https://www2.hm.com/ru_ru/productpage.0949749002.html,"Матерчатое платье длиной до икр с круглым вырезом горловины и глубоким вырезом на сзади с узкими завязками на спине и на шее. Длинный рукав, облегающие манжеты с небольшим разрезом и обтянутой пуговицей, отрезная талия и юбка клеш с разрезом спереди. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0966529001.html,Короткое облегающее платье из вискозного трикотажа в рубчик. Очень узкие бретели и глубокий вырез на спине. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0950160002.html,"Короткое платье из вискозной ткани с добавлением льна с воротником и застежкой на потайные пуговицы спереди. Кокетка со встречной складкой на спинке. Заниженная линия плеча и короткий рукав с пришитым отворотом, отрезное по поясу на талии. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0994877001.html,"Платье длиной до икры хлопковой ткани. Отложной воротник и застежка спереди. Двухслойная кокетка, плечевые швы смещены вперед, отрезная по складке на спинке. Свободная посадка, заниженная линия плеча, длинные рукава с манжетами на пуговицах и разрезами по бокам. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0973735001.html,"Прямое платье длиной до икр из струящейся ткани из смеси шелка и вискозы. Свободный силуэт с заниженной линией плеча и отложным воротником, а также потайной застежкой спереди по всей длине. Двухслойная кокетка со швом на спинке и разрезы по бокам. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0993868003.html,"Короткое облегающее платье из смесовой вискозной ткани. Верх в два слоя с глубоким v-образным вырезом, узкими бретелями и глубоким вырезом на спинке с застежкой на потайную молнию. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0988902002.html,"Платье длиной до икр из воздушной ткани из смесового лиоцелла с глубоким v-образным вырезом горловины и складкой спереди. Свободный силуэт с плавно заниженной линией плеча и длинным рукавом с манжетой на обтянутых пуговицах. Скругленный нижний край, спинка немного удлинена. Без подкладки."
https://www2.hm.com/ru_ru/productpage.0929268004.html,Короткое платье-футболка из мягкого хлопкового трикотажа с принтом спереди. Заниженная линия плеча и круглый вырез горловины с рельефной трикотажной окантовкой по краю. Без подкладки.
https://www2.hm.com/ru_ru/productpage.0972525001.html,"Длинное платье из лиоцеллового Tencel™ и органического льна. Свободный силуэт с треугольным вырезом и кулиской спереди, длинные, объемные рукава-баллоны с узкими манжетами на пуговице, отрезное по бедрам на закрытой резинке и расклешенная юбка с двумя разрезами спереди. Без подкладки."
